accuracy,loss,val_accuracy,val_loss,epoch,model
0.16923077404499054,3.192167282104492,0.13461539149284363,3.3040060997009277,26,LSTM
0.17664834856987,3.1545803546905518,0.1487179547548294,3.20867657661438,27,LSTM
0.18489010632038116,3.0974819660186768,0.15897436439990997,3.1960508823394775,28,LSTM
0.19120879471302032,3.0761759281158447,0.15897436439990997,3.167825698852539,29,LSTM
0.19972527027130127,3.0287182331085205,0.1705128252506256,3.1286909580230713,30,LSTM
0.2104395627975464,2.9695675373077393,0.18589743971824646,3.04380202293396,31,LSTM
0.2153846174478531,2.9391541481018066,0.1794871836900711,3.0585885047912598,32,LSTM
0.2131868153810501,2.914332866668701,0.18974359333515167,3.004889488220215,33,LSTM
0.23434065282344818,2.86869740486145,0.18333333730697632,2.960391044616699,34,LSTM
0.24093405902385712,2.8235549926757812,0.19230769574642181,2.919374704360962,35,LSTM
0.24532966315746307,2.796525716781616,0.21282051503658295,2.9172630310058594,36,LSTM
0.2480769157409668,2.7598345279693604,0.21410256624221802,2.8660762310028076,37,LSTM
0.27225273847579956,2.707063913345337,0.21666666865348816,2.8362228870391846,38,LSTM
0.26950550079345703,2.695232391357422,0.23333333432674408,2.8107481002807617,39,LSTM
0.27637362480163574,2.6338632106781006,0.24230769276618958,2.7662193775177,40,LSTM
0.023076923564076424,4.038766860961914,0.020512821152806282,3.9491167068481445,1,GRU
0.02252747304737568,4.001839637756348,0.026923077180981636,3.948258399963379,2,GRU
0.024450549855828285,3.979262351989746,0.028205128386616707,3.9447925090789795,3,GRU
0.021703297272324562,3.9653427600860596,0.023076923564076424,3.9417572021484375,4,GRU
0.02280219830572605,3.9657986164093018,0.026923077180981636,3.9402122497558594,5,GRU
0.024175824597477913,3.965733766555786,0.03974359109997749,3.9395322799682617,6,GRU
0.026648351922631264,3.9598453044891357,0.03333333507180214,3.9382684230804443,7,GRU
0.034065935760736465,3.9412684440612793,0.041025642305612564,3.9367666244506836,8,GRU
0.03241758421063423,3.9397528171539307,0.03974359109997749,3.934903144836426,9,GRU
0.026923077180981636,3.934650421142578,0.03974359109997749,3.9328134059906006,10,GRU
0.034065935760736465,3.9327311515808105,0.03589743748307228,3.931901693344116,11,GRU
0.03489011153578758,3.928516149520874,0.03846153989434242,3.92846941947937,12,GRU
0.03241758421063423,3.931023120880127,0.04743589833378792,3.92568039894104,13,GRU
0.032692309468984604,3.919429302215576,0.04743589833378792,3.92291259765625,14,GRU
0.03846153989434242,3.9124598503112793,0.05128205195069313,3.913217067718506,15,GRU
0.036263737827539444,3.911081075668335,0.03846153989434242,3.913062810897827,16,GRU
0.03681318834424019,3.8971519470214844,0.03846153989434242,3.910991907119751,17,GRU
0.0406593419611454,3.895286798477173,0.03846153989434242,3.9098780155181885,18,GRU
0.04258241876959801,3.888078451156616,0.044871795922517776,3.90354061126709,19,GRU
0.04285714402794838,3.8830082416534424,0.04615384712815285,3.8978381156921387,20,GRU
0.042307693511247635,3.8811140060424805,0.044871795922517776,3.8950726985931396,21,GRU
0.05082417652010918,3.8670010566711426,0.044871795922517776,3.885881185531616,22,GRU
0.0456043966114521,3.8538460731506348,0.04743589833378792,3.8802778720855713,23,GRU
0.04532967135310173,3.860955238342285,0.044871795922517776,3.8708889484405518,24,GRU
0.05714285746216774,3.8435699939727783,0.04743589833378792,3.8664538860321045,25,GRU
0.04917582497000694,3.8407557010650635,0.044871795922517776,3.8601973056793213,26,GRU
0.05219780281186104,3.823462724685669,0.04743589833378792,3.8476040363311768,27,GRU
0.05686813220381737,3.8056259155273438,0.05384615436196327,3.8472847938537598,28,GRU
0.0585164837539196,3.8110392093658447,0.05128205195069313,3.826838970184326,29,GRU
0.06291209161281586,3.790820360183716,0.060256410390138626,3.8140969276428223,30,GRU
0.06373626738786697,3.789578676223755,0.058974359184503555,3.8092522621154785,31,GRU
0.06428571790456772,3.7737631797790527,0.04871794953942299,3.799747943878174,32,GRU
0.06510989367961884,3.74867844581604,0.06538461893796921,3.7794570922851562,33,GRU
0.06428571790456772,3.740593433380127,0.06794872134923935,3.767791271209717,34,GRU
0.0793956071138382,3.715711832046509,0.07051282376050949,3.7429206371307373,35,GRU
0.07500000298023224,3.698676586151123,0.07179487496614456,3.7272119522094727,36,GRU
0.08379121124744415,3.6758077144622803,0.07051282376050949,3.7080936431884766,37,GRU
0.08351648598909378,3.662360191345215,0.07564102858304977,3.6911327838897705,38,GRU
0.08351648598909378,3.6322522163391113,0.07692307978868484,3.6637370586395264,39,GRU
0.08983516693115234,3.618973731994629,0.07179487496614456,3.6596391201019287,40,GRU
0.02362637408077717,4.005972385406494,0.015384615398943424,3.96360182762146,1,LeNet5-GRU
0.03214285895228386,3.9184670448303223,0.023076923564076424,3.9631378650665283,2,LeNet5-GRU
0.05274725332856178,3.84592866897583,0.03846153989434242,3.904201030731201,3,LeNet5-GRU
0.06538461893796921,3.7796943187713623,0.0743589773774147,3.7890968322753906,4,LeNet5-GRU
0.08873626589775085,3.7107150554656982,0.10128205269575119,3.665534019470215,5,LeNet5-GRU
0.09945055097341537,3.6360907554626465,0.1320512890815735,3.5719404220581055,6,LeNet5-GRU
0.11978022009134293,3.550417184829712,0.1576923131942749,3.4907288551330566,7,LeNet5-GRU
0.13708791136741638,3.4503092765808105,0.17692308127880096,3.4014334678649902,8,LeNet5-GRU
0.16895604133605957,3.340498924255371,0.19102564454078674,3.331263542175293,9,LeNet5-GRU
0.1903846114873886,3.224362850189209,0.2192307710647583,3.18965220451355,10,LeNet5-GRU
0.2093406617641449,3.1250197887420654,0.2589743733406067,3.025181293487549,11,LeNet5-GRU
0.2401098906993866,3.0056357383728027,0.285897433757782,2.920600175857544,12,LeNet5-GRU
0.25521978735923767,2.8997461795806885,0.2987179458141327,2.8271546363830566,13,LeNet5-GRU
0.2846153974533081,2.7687289714813232,0.33076924085617065,2.678570032119751,14,LeNet5-GRU
0.3046703338623047,2.6613967418670654,0.35384616255760193,2.579265594482422,15,LeNet5-GRU
0.3164835274219513,2.572791576385498,0.38461539149284363,2.4643402099609375,16,LeNet5-GRU
0.35357141494750977,2.4487991333007812,0.3858974277973175,2.393888473510742,17,LeNet5-GRU
0.3700549304485321,2.3715195655822754,0.4294871687889099,2.2484514713287354,18,LeNet5-GRU
0.39313188195228577,2.2696337699890137,0.4294871687889099,2.1757116317749023,19,LeNet5-GRU
0.4115384519100189,2.186394691467285,0.44102564454078674,2.103360176086426,20,LeNet5-GRU
0.41840660572052,2.1273488998413086,0.45512819290161133,2.0817596912384033,21,LeNet5-GRU
0.4532966911792755,1.9995944499969482,0.4769230782985687,1.955320119857788,22,LeNet5-GRU
0.4681318700313568,1.9447499513626099,0.5102564096450806,1.8422737121582031,23,LeNet5-GRU
0.48763737082481384,1.8557722568511963,0.5064102411270142,1.8687305450439453,24,LeNet5-GRU
0.5054945349693298,1.7882254123687744,0.5307692289352417,1.7631076574325562,25,LeNet5-GRU
0.5096153616905212,1.7126119136810303,0.528205156326294,1.7846449613571167,26,LeNet5-GRU
0.5365384817123413,1.6583224534988403,0.571794867515564,1.6377618312835693,27,LeNet5-GRU
0.5587912201881409,1.5949716567993164,0.5166666507720947,1.811665654182434,28,LeNet5-GRU
0.5648351907730103,1.5423938035964966,0.5846154093742371,1.536587119102478,29,LeNet5-GRU
0.5796703100204468,1.4788103103637695,0.5730769038200378,1.5081923007965088,30,LeNet5-GRU
0.5879120826721191,1.414097785949707,0.620512843132019,1.4151149988174438,31,LeNet5-GRU
0.6008241772651672,1.38828706741333,0.5948718190193176,1.5244985818862915,32,LeNet5-GRU
0.6310439705848694,1.3030462265014648,0.6333333253860474,1.3705593347549438,33,LeNet5-GRU
0.6274725198745728,1.2710258960723877,0.6461538672447205,1.3004647493362427,34,LeNet5-GRU
0.6563186645507812,1.2203105688095093,0.6474359035491943,1.2748059034347534,35,LeNet5-GRU
0.026923077180981636,3.9486348628997803,0.03846153989434242,3.942387580871582,1,VGG16-GRU
0.03379121050238609,3.9360055923461914,0.05384615436196327,3.9213979244232178,2,VGG16-GRU
0.03489011153578758,3.858698606491089,0.04615384712815285,3.780468225479126,3,VGG16-GRU
0.039835166186094284,3.7369017601013184,0.06538461893796921,3.6518871784210205,4,VGG16-GRU
0.053021978586912155,3.6547553539276123,0.08589743822813034,3.5804343223571777,5,VGG16-GRU
0.058791209012269974,3.5916812419891357,0.09102564305067062,3.51568865776062,6,VGG16-GRU
0.07307692617177963,3.5333592891693115,0.08076923340559006,3.448183059692383,7,VGG16-GRU
0.07802198082208633,3.4681501388549805,0.10128205269575119,3.3848700523376465,8,VGG16-GRU
0.0843406617641449,3.41810941696167,0.12564103305339813,3.3267219066619873,9,VGG16-GRU
0.09532967209815979,3.362539052963257,0.10769230872392654,3.274369716644287,10,VGG16-GRU
0.09835164994001389,3.3067591190338135,0.14743590354919434,3.224553108215332,11,VGG16-GRU
0.11126373708248138,3.2578608989715576,0.13846154510974884,3.1765105724334717,12,VGG16-GRU
0.11730769276618958,3.2205965518951416,0.14743590354919434,3.1241767406463623,13,VGG16-GRU
0.12390109896659851,3.185570478439331,0.14743590354919434,3.098698854446411,14,VGG16-GRU
0.13928571343421936,3.136705160140991,0.16025641560554504,3.0416738986968994,15,VGG16-GRU
0.13956044614315033,3.11045241355896,0.1705128252506256,3.0038270950317383,16,VGG16-GRU
0.14945055544376373,3.060175657272339,0.19102564454078674,2.9763453006744385,17,VGG16-GRU
0.1596153825521469,3.023460626602173,0.19102564454078674,2.9679014682769775,18,VGG16-GRU
0.1656593382358551,2.9824182987213135,0.1884615421295166,2.907484769821167,19,VGG16-GRU
0.17994505167007446,2.9510891437530518,0.21410256624221802,2.8646113872528076,20,VGG16-GRU
0.18076923489570618,2.930593967437744,0.22692307829856873,2.816127061843872,21,VGG16-GRU
0.1945054978132248,2.8776512145996094,0.2230769246816635,2.7868242263793945,22,VGG16-GRU
0.2032967060804367,2.8413984775543213,0.2371794879436493,2.7458629608154297,23,VGG16-GRU
0.20576922595500946,2.8244242668151855,0.23974359035491943,2.7349436283111572,24,VGG16-GRU
0.2013736218214035,2.8077118396759033,0.26025640964508057,2.692350149154663,25,VGG16-GRU
