accuracy,loss,val_accuracy,val_loss,epoch,model
0.030494505539536476,4.153529167175293,0.020512821152806282,3.968329906463623,1,LeNet-5
0.048351649194955826,3.8605992794036865,0.042307693511247635,3.8882863521575928,2,LeNet-5
0.0942307710647583,3.65067195892334,0.06794872134923935,3.739022731781006,3,LeNet-5
0.148901104927063,3.3759608268737793,0.2012820541858673,3.182435989379883,4,LeNet-5
0.20412087440490723,3.0573432445526123,0.2935897409915924,2.705514430999756,5,LeNet-5
0.27609890699386597,2.704843282699585,0.3294871747493744,2.6443302631378174,6,LeNet-5
0.3252747356891632,2.4363350868225098,0.38461539149284363,2.209174394607544,7,LeNet-5
0.3788461685180664,2.2044034004211426,0.45384615659713745,2.032611608505249,8,LeNet-5
0.4362637400627136,1.972530722618103,0.4205128252506256,2.1811177730560303,9,LeNet-5
0.497802197933197,1.7676740884780884,0.5,1.8390834331512451,10,LeNet-5
0.5324175953865051,1.5955032110214233,0.5333333611488342,1.707688808441162,11,LeNet-5
0.5777472257614136,1.4443153142929077,0.5410256385803223,1.6577502489089966,12,LeNet-5
0.5997252464294434,1.3446077108383179,0.5435897707939148,1.574466347694397,13,LeNet-5
0.6354395747184753,1.2338056564331055,0.5602564215660095,1.5936695337295532,14,LeNet-5
0.6664835214614868,1.0848389863967896,0.5769230723381042,1.5829551219940186,15,LeNet-5
0.6799450516700745,1.0245342254638672,0.5525640845298767,1.5620298385620117,16,LeNet-5
0.7046703100204468,0.9679852724075317,0.6051282286643982,1.437232494354248,17,LeNet-5
0.7170329689979553,0.8929548263549805,0.6089743375778198,1.4348671436309814,18,LeNet-5
0.7357142567634583,0.8338169455528259,0.6192307472229004,1.3767699003219604,19,LeNet-5
0.7659340500831604,0.7695244550704956,0.6243589520454407,1.4442487955093384,20,LeNet-5
0.7585164904594421,0.7579834461212158,0.620512843132019,1.3485796451568604,21,LeNet-5
0.7848901152610779,0.6946471333503723,0.6487179398536682,1.4187828302383423,22,LeNet-5
0.7821428775787354,0.6831241250038147,0.607692301273346,1.4247905015945435,23,LeNet-5
0.7901098728179932,0.6667810678482056,0.6551281809806824,1.4227335453033447,24,LeNet-5
0.8057692050933838,0.6339755058288574,0.6358974575996399,1.4354948997497559,25,LeNet-5
0.8115384578704834,0.5981926918029785,0.6448717713356018,1.4577497243881226,26,LeNet-5
0.79340660572052,0.6507863998413086,0.6435897350311279,1.4212599992752075,27,LeNet-5
0.8263736367225647,0.5514694452285767,0.6269230842590332,1.44363272190094,28,LeNet-5
0.8329670429229736,0.5055657625198364,0.6410256624221802,1.483062744140625,29,LeNet-5
0.8362637162208557,0.5083124041557312,0.6346153616905212,1.4939994812011719,30,LeNet-5
0.025549450889229774,4.060269355773926,0.0615384615957737,3.835867404937744,1,VGG-16
0.05631868168711662,3.8223602771759033,0.16025641560554504,3.67270827293396,2,VGG-16
0.11291208863258362,3.6372716426849365,0.24230769276618958,3.5027763843536377,3,VGG-16
0.15824176371097565,3.4641335010528564,0.303846150636673,3.326687812805176,4,VGG-16
0.20219780504703522,3.309486150741577,0.35769230127334595,3.165163993835449,5,VGG-16
0.23489010334014893,3.1519076824188232,0.38461539149284363,3.012195110321045,6,VGG-16
0.26236262917518616,3.0279040336608887,0.4089743494987488,2.875311851501465,7,VGG-16
0.29313185811042786,2.886442184448242,0.4564102590084076,2.7485904693603516,8,VGG-16
0.3076923191547394,2.777971029281616,0.46666666865348816,2.6367368698120117,9,VGG-16
0.31593406200408936,2.6828863620758057,0.5025641322135925,2.5349292755126953,10,VGG-16
0.34780219197273254,2.5846102237701416,0.5025641322135925,2.441643476486206,11,VGG-16
0.3859890103340149,2.488473415374756,0.5333333611488342,2.3501362800598145,12,VGG-16
0.38736262917518616,2.4164886474609375,0.5435897707939148,2.269925117492676,13,VGG-16
0.40824174880981445,2.3301494121551514,0.5628204941749573,2.1931803226470947,14,VGG-16
0.4197802245616913,2.2601635456085205,0.571794867515564,2.1218509674072266,15,VGG-16
0.44478023052215576,2.1985957622528076,0.5833333134651184,2.05856990814209,16,VGG-16
0.44285714626312256,2.1475117206573486,0.5987179279327393,1.999130368232727,17,VGG-16
0.47197800874710083,2.0714478492736816,0.607692301273346,1.9365955591201782,18,VGG-16
0.4684065878391266,2.0365750789642334,0.629487156867981,1.8874467611312866,19,VGG-16
0.4928571283817291,1.969611644744873,0.6256410479545593,1.835517406463623,20,VGG-16
0.5063186883926392,1.9120486974716187,0.6333333253860474,1.7851687669754028,21,VGG-16
0.4980769157409668,1.8780149221420288,0.6397435665130615,1.7397327423095703,22,VGG-16
0.5208791494369507,1.8237853050231934,0.6410256624221802,1.6964246034622192,23,VGG-16
0.5502747297286987,1.749558687210083,0.6641025543212891,1.6499905586242676,24,VGG-16
0.5489010810852051,1.745291829109192,0.6628205180168152,1.614781141281128,25,VGG-16
0.023351648822426796,3.9823062419891357,0.015384615398943424,3.948523998260498,1,LSTM
0.027747252956032753,3.9491806030273438,0.025641025975346565,3.9454872608184814,2,LSTM
0.03186813369393349,3.9319891929626465,0.024358974769711494,3.941906452178955,3,LSTM
0.03351648524403572,3.9193527698516846,0.03974359109997749,3.9312832355499268,4,LSTM
0.029120879247784615,3.911043167114258,0.05128205195069313,3.9231045246124268,5,LSTM
0.04670329764485359,3.8855061531066895,0.0525641031563282,3.909709930419922,6,LSTM
0.04203296825289726,3.8773601055145264,0.05512820556759834,3.8949592113494873,7,LSTM
0.055219780653715134,3.8534891605377197,0.058974359184503555,3.872279405593872,8,LSTM
0.05137362703680992,3.8391947746276855,0.058974359184503555,3.8519585132598877,9,LSTM
0.056593406945466995,3.8109896183013916,0.07820513099431992,3.8211448192596436,10,LSTM
0.06593406945466995,3.7839694023132324,0.08974359184503555,3.795652151107788,11,LSTM
0.07087912410497665,3.7486655712127686,0.08205128461122513,3.771883964538574,12,LSTM
0.08489011228084564,3.72221302986145,0.10256410390138626,3.735825777053833,13,LSTM
0.08351648598909378,3.6883366107940674,0.08589743822813034,3.7056872844696045,14,LSTM
0.08818681538105011,3.65295672416687,0.1051282063126564,3.672396421432495,15,LSTM
0.09752747416496277,3.608769178390503,0.10384615510702133,3.6606452465057373,16,LSTM
0.10769230872392654,3.5721755027770996,0.10128205269575119,3.5989999771118164,17,LSTM
0.10549450665712357,3.5289931297302246,0.11923076957464218,3.560182571411133,18,LSTM
0.12170329689979553,3.484980821609497,0.10256410390138626,3.540071725845337,19,LSTM
0.1288461536169052,3.4577295780181885,0.10128205269575119,3.496490955352783,20,LSTM
0.13928571343421936,3.4089205265045166,0.12435897439718246,3.453494071960449,21,LSTM
0.14010989665985107,3.3839282989501953,0.1320512890815735,3.4660723209381104,22,LSTM
0.14807692170143127,3.3353283405303955,0.14358974993228912,3.388472557067871,23,LSTM
0.15137362480163574,3.2921743392944336,0.14230769872665405,3.3325047492980957,24,LSTM
0.15934066474437714,3.2479000091552734,0.15256410837173462,3.3133978843688965,25,LSTM
